bnumber	symbol	synonyms	type
b1165	ymgA	ECK1152	protein-coding
b0055	djlA	ECK0056|yabH	protein-coding
b2218	rcsC	ECK2211	protein-coding
b2722	hycD	ECK2717|hevD	protein-coding
b0036	caiD	ECK0037|yaaL	protein-coding
b1741	cho	ECK1739|ydjQ	protein-coding
b0038	caiB	ECK0039|yaaN	protein-coding
b0340	cynS	ECK0337|cnt|cyaN	protein-coding
b0035	caiE	ECK0036	protein-coding
b3230	rpsI	ECK3219	protein-coding
b0787	ybhM	ECK0776	protein-coding
b1211	prfA	ECK1199|sueB|uar|ups?	protein-coding
b2144	sanA	ECK2137|sfiXSt|yeiF	protein-coding
b0253	ykfA	ECK0255	protein-coding
b0256	insI1	ECK0258|tra8-1	protein-coding
b0221	fadE	ECK0222|yafH	protein-coding
b0965	yccU	ECK0956	protein-coding
b0217	yafT	ECK0217	protein-coding
b2219	atoS	ECK2212	protein-coding
b1044	ymdA	ECK1030	protein-coding
b3800	aslB	ECK3793|atsB|gppB	protein-coding
b1684	sufA	ECK1680|ydiC	protein-coding
b3801	aslA	ECK3794|atsA|gppB	protein-coding
b2886	ygfS	ECK2881	protein-coding
b2888	uacT	ECK2883|ygfU	protein-coding
b2887	ygfT	ECK2882	protein-coding
b2889	idi	ECK2884|ygfV	protein-coding
b4512	ybdD	ECK0592	protein-coding
b2123	yehR	ECK2115	protein-coding
b2125	btsR	ECK2117|yehT	protein-coding
b0032	carA	ECK0033|arg|pyrA	protein-coding
b2124	yehS	ECK2116	protein-coding
b2126	btsS	ECK2118|yehU	protein-coding
b2128	yehW	ECK2121	protein-coding
b2127	mlrA	ECK2119|yehV	protein-coding
b2310	argT	ECK2304	protein-coding
b0523	purE	ECK0516|Pur2|ade|ade(f)|ade3	protein-coding
b2492	focB	ECK2488	protein-coding
b2311	ubiX	ECK2305|dedF	protein-coding
b0076	leuO	ECK0078	protein-coding
b2827	thyA	ECK2823	protein-coding
b2149	mglA	ECK2142|mgl|mglP	protein-coding
b2147	preA	ECK2140|yeiA	protein-coding
b0525	ppiB	ECK0518	protein-coding
b2148	mglC	ECK2141|mglP	protein-coding
b2153	folE	ECK2146	protein-coding
b2150	mglB	ECK2143	protein-coding
b2155	cirA	ECK2148|cir|feuA	protein-coding
b2151	galS	ECK2144|mglD	protein-coding
b2152	yeiB	ECK2145	protein-coding
b2154	yeiG	ECK2147	protein-coding
b0862	artQ	ECK0853	protein-coding
b3639	dfp	ECK3629|coaBC	protein-coding
b3633	waaA	ECK3623|kdtA	protein-coding
b2146	preT	ECK2139|yeiT	protein-coding
b2083	yegZ	ECK2080	pseudo
b0889	lrp	ECK0880|alsB|ihb|livR|lrs|lss|lstR|mbf|oppI|rblA	protein-coding
b0887	cydD	ECK0878|htrD	protein-coding
b0524	lpxH	ECK0517|ybbF	protein-coding
b0888	trxB	ECK0879|trxR	protein-coding
b1042	csgA	ECK1028	protein-coding
b3186	rplU	ECK3175	protein-coding
b4264	idnR	ECK4257|gntH|gntS?|yjgS	protein-coding
b4307	yjhQ	ECK4297	protein-coding
b0103	coaE	ECK0103|yacE	protein-coding
b0157	yadS	ECK0156	protein-coding
b2546	yphD	ECK2543	protein-coding
b0039	caiA	ECK0040|yaaO	protein-coding
b0611	rna	ECK0604|rnsA	protein-coding
b0861	artM	ECK0852	protein-coding
b0608	ybdR	ECK0602	protein-coding
b2878	ygfK	ECK2874	protein-coding
b1666	valW	ECK1662	tRNA
b0612	citT	ECK0605|ybdS	protein-coding
b2880	ygfM	ECK2876	protein-coding
b2879	ssnA	ECK2875|ygfL	protein-coding
b2195	ccmG	ECK2187|dsbE|yejQ	protein-coding
b2882	xanQ	ECK2878|ygfO	protein-coding
b0397	sbcC	ECK0391	protein-coding
b0396	araJ	ECK0390|araT	protein-coding
b2106	rcnA	ECK2099|yohM	protein-coding
b2881	xdhD	ECK2877|ygfN	protein-coding
b2107	rcnB	ECK2100|yohN	protein-coding
b2193	narP	ECK2185	protein-coding
b1928	yedD	ECK1927	protein-coding
b0343	lacY	ECK0340	protein-coding
b0614	citX	ECK0607|ybdU	protein-coding
b1251	yciI	ECK1245	protein-coding
b0394	mak	ECK0389|yajF	protein-coding
b2387	fryB	ECK2383|ypdH	protein-coding
b4347	symE	ECK4337|dinL|sosC|yjiW	protein-coding
b4340	yjiR	ECK4331	protein-coding
b4353	yjiX	ECK4343	protein-coding
b2945	endA	ECK2940	protein-coding
b0445	ybaE	ECK0439	protein-coding
b0276	yagJ	ECK0275	protein-coding
b0440	hupB	ECK0434|dbhB|dpeA|hopD	protein-coding
b1606	folM	ECK1601|ydgB	protein-coding
b2341	fadJ	ECK2335|yfcX	protein-coding
b2351	yfdH	ECK2345|gtrB	protein-coding
b2355	yfdL	ECK2349	pseudo
b4299	yjhI	ECK4288	protein-coding
b1923	fliC	ECK1922|H|flaF|hag	protein-coding
b4296	yjhF	ECK4285	protein-coding
b2365	dsdX	ECK2361|dsdC|yfdA|yfdD	protein-coding
b4292	fecR	ECK4282	protein-coding
b1918	tcyL	ECK1917|yecS	protein-coding
b4310	nanM	ECK4301|yjhT	protein-coding
b2376	ypdI	ECK2372	protein-coding
b2375	yfdX	ECK2371	protein-coding
b2339	yfcV	ECK2333	protein-coding
b2372	yfdV	ECK2368	protein-coding
b2386	fryC	ECK2382|ypdG	protein-coding
b0195	trmO	ECK0195|tsaA|yaeB	protein-coding
b0196	rcsF	ECK0196	protein-coding
b0566	envY	ECK0558	protein-coding
b3158	ubiU	ECK3146|yhbU	protein-coding
b0194	proS	ECK0194|drp|drpA	protein-coding
b3159	ubiV	ECK3147|yhbV	protein-coding
b0986	gfcB	ECK0977|ymcC	protein-coding
b1040	csgD	ECK1026	protein-coding
b0409	secF	ECK0403	protein-coding
b2192	insH8	ECK0261|trs5-8|yi52_8	protein-coding
b4346	mcrB	ECK4336|rglB	protein-coding
b2139	mdtQ	ECK2131|ECK2132|b2138|yohG|yohH	pseudo
b2142	yohK	ECK2135	protein-coding
b2137	yohF	ECK2130|yohE	protein-coding
b2141	yohJ	ECK2134	protein-coding
b0024	yaaY	ECK0025	protein-coding
b0025	ribF	ECK0026|yaaC	protein-coding
b0406	tgt	ECK0400|vacC(S.f.)	protein-coding
b0403	malZ	ECK0397	protein-coding
b0404	acpH	ECK0398|yajB	protein-coding
b0408	secD	ECK0402	protein-coding
b0222	gmhA	ECK0223|lpcA|tfrA|yafI	protein-coding
b4500	yfaS	ECK2220|b2227|b2228|yfaR	pseudo
b4501	torI	ECK2359	protein-coding
b4406	yaeP	ECK0189	protein-coding
b4503	yafF	ECK0219	pseudo
b4504	ykfH	ECK0248	protein-coding
b4505	insX	ECK0266|ECK4473|ykgN	pseudo
b4506	ykgO	ECK0295	protein-coding
b4509	ylcG	ECK0542	protein-coding
b4510	rzoD	ECK0548	protein-coding
b4511	ybdZ	ECK0578	protein-coding
b4514	ybfQ	ECK0693	protein-coding
b4515	cydX	ECK0723|ybgT	protein-coding
b4517	gnsA	ECK0982|sfa|yccL	protein-coding
b4516	insA4	ECK0023	protein-coding
b4520	ymgF	ECK1156	protein-coding
b4521	ycgI	ECK1160|ECK1161|b1173|ymgH	pseudo
b4522	ymiA	ECK4433|yciX_1	protein-coding
b4523	yciX	ECK1270|yciX_2	protein-coding
b4525	ymjC	ECK1323	protein-coding
b4528	rzoR	ECK1361	protein-coding
b4533	ynfO	ECK1542	protein-coding
b4661	yfcU	ECK2331|ECK2332|b2337|b2338|yfcT	pseudo
b4535	yniD	ECK1719	protein-coding
b4536	yobH	ECK1825	protein-coding
b4538	yoeF	ECK2000	protein-coding
b4539	yoeB	ECK2011	protein-coding
b4542	yohO	ECK2120	protein-coding
b4543	ypaA	ECK2237	pseudo
b4544	arnE	ECK2251|yfbW	protein-coding
b4545	ypdJ	ECK2358	protein-coding
b4546	ypeB	ECK2405	protein-coding
b4547	ypfN	ECK2468	protein-coding
b4548	ypjJ	ECK2641|lfgC	protein-coding
b4550	arfA	ECK3278|yhdL	protein-coding
b4551	yheV	ECK3337	protein-coding
b4552	yrhC	ECK3468	pseudo
b4553	ysaB	ECK3549	protein-coding
b4565	sgcB	ECK4294	protein-coding
b4566	topAI	ECK4298|yjhX	protein-coding
b4568	ytjA	ECK4368	protein-coding
b4554	yibT	ECK3591	protein-coding
b4555	yicS	ECK3652	protein-coding
b4556	glvG	ECK3672|ECK3673|b3681|yidM|ysdC	pseudo
b4557	yidD	ECK3697	protein-coding
b4558	lptM	ECK3803|yifL	protein-coding
b4559	ghoT	ECK4122|yjdO	protein-coding
b4561	insM	ECK4273	pseudo
b4567	yjjZ	ECK4358	protein-coding
b4486	yjiV	ECK4334|b4343|b4344|mcrD|yjiU	pseudo
b4430	rydB	ECK1681|IS082|tpe7	ncRNA
b4431	rprA	ECK1686|IS083|psrA5	ncRNA
b4498	gatR	ECK2083|b2087|b2090	pseudo
b4436	sibA	ECK2068|QUAD1a|ryeC|tp11	ncRNA
b4437	sibB	ECK2069|QUAD1b|ryeD|tpe60	ncRNA
b3777	yifN	ECK3768|ECK3769|yifO	pseudo
b4481	wecF	ECK3785|b4404|b4405|rff|rffT|yifM	protein-coding
b4456	glmZ	ECK3795|k19|psrA20|ryiA|sraJ	ncRNA
b4482	yigE	ECK3809|b3814|b3815	protein-coding
b4424	rdlC	ECK1209	ncRNA
b4416	rybA	ECK0806	ncRNA
b4409	blr	ECK1620	protein-coding
b4425	rttR	ECK1223|rtT	ncRNA
b4447	sibD	C0730|ECK3041|IS156|QUAD1d|rygD|tp8	ncRNA
b4449	sraG	ECK3153|p3|psrA15|psrO	ncRNA
b4465	yggP	ECK2927|b2931|b2932	protein-coding
b4484	cpxP	ECK3906|b3913|yiiO	protein-coding
b4434	azuR	ECK1902|G0-8904|IS092|isrB	ncRNA
b4450	arcZ	ECK3199|psrA16|ryhA|sraH	ncRNA
b4435	isrC	ECK1992|IS102	ncRNA
b4658	yghX	ECK2993|ECK2994|b2999|b3000|orf_f136|yghY	pseudo
b2681	ygaY	ECK2674|ECK2675|b2680|ygaX	pseudo
b4442	micA	ECK2682|psrA10|sraD	ncRNA
b4480	hdfR	ECK3756|b3762|b3763|yifA|yifD	protein-coding
b4488	ilvG	ECK3760|b3767|b3768|ilvO	pseudo
b4441	glmY	ECK2554|sroF|tke1	ncRNA
b4458	oxyS	ECK3952	ncRNA
b4407	thiS	ECK3983|thiG1	protein-coding
b4491	ycgH	ECK1157|b1169|b1170	pseudo
b4495	yedN	ECK1932|ECK1933|b1933|b1934|b1935|yedM	pseudo
b2858	ygeN	ECK2855|ECK2856|b2857|ygeM	pseudo
b3406	greB	ECK3393	protein-coding
b4475	rtcA	ECK3406|b3419|b3420|yhgJ|yhgK	protein-coding
b4473	smf	ECK3272|b3285|b3286|smf1|smf2	protein-coding
b4463	ygcU	ECK2767|b2772|b2773|ygcT|ygcV	protein-coding
b2635	ypjK	ECK2631	protein-coding
b4427	micC	ECK1373|IS063|tke8	ncRNA
b4440	ryfA	ECK2518|PAIR3b|tp1	ncRNA
b4415	hokE	ECK0574|ybdY	protein-coding
b4466	yghJ	ECK2968|b2973|b2974|sslE	protein-coding
b4467	glcF	ECK2972|b2978|gox|yghL	protein-coding
b4468	glcE	ECK2973|b2978|gox|yghL	protein-coding
b4408	csrB	ECK2787	ncRNA
b4443	gcvB	ECK2804|IS145|psrA11	ncRNA
b3683	glvC	ECK3675|ptiC	protein-coding
b3682	glvB	ECK3674|yidN|yidO	protein-coding
b4470	cyuA	ECK3099|b3108|b3109|yhaM|yhaN	protein-coding
b4471	tdcG	ECK3101|b3111|b3112|sdhY|tdcGa|yhaP|yhaQ	protein-coding
b4485	ytfR	ECK4224|b4228|b4229|ytfS	protein-coding
b4499	yehH	ECK2108|b2116|b2117|molR|yehG	pseudo
b4428	hokB	ECK1412|ydcB	protein-coding
b4429	sokB	ECK1414	ncRNA
b4452	gadY	ECK3500|IS183	ncRNA
b4453	ldrD	ECK3524	protein-coding
b4454	rdlD	ECK3525	ncRNA
b4455	hokA	ECK3544|yiaZ	protein-coding
b4419	ldrA	ECK1204	protein-coding
b4420	rdlA	ECK1205	ncRNA
b4421	ldrB	ECK1206	protein-coding
b4410	ecnA	ECK4142	protein-coding
b4411	ecnB	ECK4143|yjeU	protein-coding
b4493	gapC	ECK1409|b1416|b1417	pseudo
b4461	yfjD	ECK2609|b2612|b2613|ypjE	protein-coding
b4472	yhdP	ECK3234|b3245|b3246|yhdQ|yhdR	protein-coding
b4378	yjjV	ECK4370	protein-coding
b4439	micF	ECK2208|stc	ncRNA
b2423	cysW	ECK2418	protein-coding
b4412	hokC	ECK0017|gef	protein-coding
b4413	sokC	ECK0019|sof	ncRNA
b4444	omrA	ECK2833|PAIR2a|psrA12|rygA|sraE|t59	ncRNA
b4445	omrB	ECK2834|PAIR2b|rygB|t59	ncRNA
b4464	ghxQ	ECK2880|b2884|b2885|ygfQ|ygfR	protein-coding
b4446	sibC	ECK2908|QUAD1c|rygC|t27	ncRNA
b4492	ydbA	ECK1398|b1401|b1405	pseudo
b4426	mcaS	ECK1336|IS061|isrA	ncRNA
b4483	tatD	ECK3833|b3840|b3841|mttC|yigW|yigX	protein-coding
b4459	ryjA	ECK4056|psrA24|sraL	ncRNA
b4487	yjdP	ECK4084	protein-coding
b4418	sraB	ECK1073|pke20|psrA4|psrD	ncRNA
b1874	cutC	ECK1875	protein-coding
b3367	nirC	ECK3355	protein-coding
b4474	frlC	ECK3360|b3372|b3373|yhfO|yhfP	protein-coding
b3390	aroK	ECK3377	protein-coding
b4476	gntU	ECK3421|b3435|b3436	protein-coding
b4451	ryhB	ECK3426|IS176|psrA18|sraI	ncRNA
b4462	ygaQ	ECK2649|G7391|G7392|G7393|b2654|b2655|b2656|b2657|b2658|ygaR|yqaC|yqaD	pseudo
b4496	yedS	ECK1962|b1964|b1965|b1966|yedT	pseudo
b4497	yeeL	ECK1975|b1979|b1980|yeeK	pseudo
b4478	dgoD	ECK3684|b3692|yidU	protein-coding
b4477	dgoA	ECK3685|b3692|yidU	protein-coding
b4479	dgoR	ECK3687|b3694|b3695|yidW	protein-coding
b3826	yigL	ECK3820	protein-coding
b4438	cyaR	ECK2078|ryeE	ncRNA
b4422	rdlB	ECK1207	ncRNA
b4432	ryeA	ECK1838|IS091|psrA8|sraC|tkpe79	ncRNA
b4433	sdsR	ECK1839|ryeB|tkpe79	ncRNA
b4414	tff	ECK0167|t44	ncRNA
b4417	rybB	ECK0837|p25	ncRNA
b4423	ldrC	ECK1208	protein-coding
b4457	csrC	ECK3858|IS198|psrA21|ryiB|sraK|tpk2	ncRNA
b4572	ylbE	ECK0512|G0-10554|b0519|b4507	protein-coding
b4519	icdC	ECK1146	pseudo
b4529	ydbJ	ECK1375	protein-coding
b4578	yncK	ECK1425|b4530|b4531|insP	pseudo
b4534	ynfP	ECK1574|ydfJ_1	protein-coding
b4571	wbbL	ECK2025|b2031|b4540|yefJ	pseudo
b4502	yeiW	ECK2164	protein-coding
b4569	yhcE	ECK3207|b3217|b4549	pseudo
b4575	yjgX	ECK4266|b4275|b4276|b4560|yjgY	pseudo
b4576	insB7	ECK0022|b4563|b4564	pseudo
b4541	yehK	ECK2110	protein-coding
b4570	lomR	ECK1366|b1369|b1371	pseudo
b4573	insZ	ECK1234|b1239|b1240|ychG	pseudo
b4577	sgrS	ECK0071|ryaA	ncRNA
b4579	yaiX	ECK0356|ECK0359|b0359|b0362|yaiF	pseudo
b4580	yaiT	ECK0368|ECK0369|b0371|b0374|yaiU	pseudo
b4581	ybeM	ECK0618|ECK0619|b0625|b0626|ybeH	pseudo
b4582	yoeA	ECK1989|ECK1990|b1995|b1998|yoeE	pseudo
b4524	ymjB	ECK1314	pseudo
b4599	mgtS	ECK4409|yneM	protein-coding
b4586	ykfM	ECK4397	protein-coding
b4589	ylcI	ECK4399	protein-coding
b4585	chiX	ECK4396|micM|rybC|sroB	ncRNA
b4587	insN	ECK0257|b0255|b0257|yi91a	pseudo
b4595	yciY	ECK4405	protein-coding
b4598	yncL	ECK4408	protein-coding
b4588	ylcH	ECK4398	protein-coding
b4602	cydH	ECK4411|cydY|ynhF	protein-coding
b4609	ryfD	ECK4418	ncRNA
b4603	rseX	ECK4412|IS096	ncRNA
b4597	rydC	ECK4407	ncRNA
b4596	yciZ	ECK4406|deoL	protein-coding
b4601	ydgU	ECK4410	protein-coding
b4605	ypaB	ECK4414	protein-coding
b4606	ypfM	ECK4415	protein-coding
b4604	yojO	ECK4413	protein-coding
b4593	ymgI	ECK4403	protein-coding
b4594	ymgJ	ECK4404	protein-coding
b4608	ohsC	ECK4417|ryfC	ncRNA
b4610	ygdT	ECK4419	protein-coding
b4611	sibE	ECK4420|QUAD1e|rygE	ncRNA
b4612	yrhD	ECK4421	protein-coding
b4613	dinQ	ECK4422	protein-coding
b4614	sokA	ECK4423	pseudo
b4615	yibV	ECK4424	protein-coding
b4616	istR	ECK4425|istR-1|istR-2|psrA19	ncRNA
b4618	tisB	ECK4427|ysdB	protein-coding
b4620	yjbT	ECK4428	protein-coding
b4621	yjbS	ECK4429	protein-coding
b4622	ytcA	ECK4430	protein-coding
b4623	insO	ECK0257|ECK4274|ECK4275|ECK4476|b4283|b4285|b4562|insN2|insO2|yi91|yi91b|yjhW	pseudo
b4624	ryjB	ECK4431	ncRNA
b4625	symR	ECK4432|ryjC	ncRNA
b4626	ykfN	ECK4458	pseudo
b4627	ykfL	ECK4445	pseudo
b4628	ykfK	ECK4444	pseudo
b4630	ykgP	ECK4446	pseudo
b4631	ykgQ	ECK4454	pseudo
b4632	ylbI	ECK4441	pseudo
b4633	xisD	ECK4435|ybcB	pseudo
b4634	aaaD	ECK4439|ylcF	pseudo
b4637	uof	ECK4461	protein-coding
b4636	ybfI	ECK4436	pseudo
b4638	ttcC	ECK4447	pseudo
b4639	yeeH	ECK4437	pseudo
b4640	yoeG	ECK4451	pseudo
b4641	yoeH	ECK4452	pseudo
b4642	yoeD	ECK4443	pseudo
b4643	pawZ	ECK4464	pseudo
b4644	ypjI	ECK4438	pseudo
b4645	psaA	ECK4465	pseudo
b4646	yrdE	ECK4442	pseudo
b4647	mokA	ECK4448	pseudo
b4648	ysaC	ECK4459	pseudo
b4649	ysaD	ECK4460	pseudo
b4650	yibS	ECK4440	pseudo
b4651	yibW	ECK4450	pseudo
b4652	yibU	ECK4449	pseudo
b4653	yicT	ECK4456|erhM|rhuM	pseudo
b4654	yjdQ	ECK4457	pseudo
b4655	ythA	ECK4434	protein-coding
b4656	yjhY	ECK4453	pseudo
b4657	yjhZ	ECK4455	pseudo
b4674	ynbG	ECK4489	protein-coding
b4689	rzoQ	ECK4503	protein-coding
b4672	ymiB	ECK4487	protein-coding
b4673	ymjD	ECK4488	protein-coding
b4682	yqcG	ECK4497	protein-coding
b4685	yrbN	ECK4500	protein-coding
b4687	shoB	ECK4502|b4681|ryfB|yphI	protein-coding
b4686	yshB	ECK4501	protein-coding
b4680	ypdK	ECK4495	protein-coding
b4696	yneO	ECK1502|ECK1503|b1509|b1510|orfT|ydeK|ydeU	pseudo
b4662	sgrT	ECK4477	protein-coding
b4667	ibsA	ECK4482	protein-coding
b4668	ibsB	ECK4483	protein-coding
b4665	ibsC	ECK4480	protein-coding
b4664	ibsD	ECK4479	protein-coding
b4666	ibsE	ECK4481	protein-coding
b4670	yjeV	ECK4485	protein-coding
b4690	eyeA	ECK4506	ncRNA
b4688	ykgS	ECK4504	protein-coding
b4671	ykgR	ECK4486	protein-coding
b4679	yohP	ECK4494	protein-coding
b4683	yqeL	ECK4498	protein-coding
b4684	yqfG	ECK4499	protein-coding
b4669	ilvX	ECK4484	protein-coding
b4697	yrdF	ECK4509	pseudo
b4677	yobI	ECK4492	protein-coding
b4663	azuC	ECK4478	protein-coding
b4678	yoeI	ECK4493	protein-coding
b4692	oweE	ECK4507	pseudo
b4693	aaaE	ECK1135	pseudo
b4691	sroH	ECK4505	ncRNA
b4676	yoaK	ECK4491	protein-coding
b4675	yoaJ	ECK4490	protein-coding
b4698	mgrR	ECK4510	ncRNA
b4699	fnrS	ECK4511|rydA	ncRNA
b4701	sokX	ECK4514	ncRNA
b4702	mgtL	ECK4513	protein-coding
b4704	arrS	ECK4516	ncRNA
b4703	pmrR	ECK4515	protein-coding
b4708	insI2	ECK4564	pseudo
b4705	mntS	ECK4517|G0-8881	protein-coding
b4706	iroK	ECK4518	protein-coding
b4707	esrE	ECK4519	ncRNA
b4712	agrA	ECK4569	ncRNA
b4713	agrB	ECK4570	ncRNA
b4714	ralA	ECK4571	ncRNA
b0057	yabQ	ECK0058|b4659	protein-coding
b4726	yabR	ECK4583	protein-coding
b4727	yacM	ECK4584	protein-coding
b4728	yadW	ECK4585	protein-coding
b4710	insB9	ECK4567	protein-coding
b4709	insA9	ECK4566	protein-coding
b4729	ykgV	ECK4586	protein-coding
b4730	yahV	ECK4587	protein-coding
b4731	ykiC	ECK4588	protein-coding
b4732	ykiD	ECK4589	protein-coding
b4733	ylcJ	ECK4590	protein-coding
b4734	yldA	ECK4591	protein-coding
b4735	ybgU	ECK4592	protein-coding
b4736	yliM	ECK4593	protein-coding
b4723	ymcF	ECK4580	protein-coding
b4737	ymdG	ECK4594	protein-coding
b4738	ymgK	ECK4595	protein-coding
b4739	ymgL	ECK4596	protein-coding
b4740	ymgM	ECK4597	protein-coding
b4711	insH21	ECK4568	protein-coding
b4741	ymiC	ECK4598	protein-coding
b4742	ymjE	ECK4599	protein-coding
b4743	ynaL	C0343|ECK4600	protein-coding
b4744	ynaM	ECK4601	protein-coding
b4745	yncO	ECK4602	protein-coding
b4746	yddY	ECK4603	protein-coding
b4747	yneP	ECK4604	protein-coding
b1543	ydfJ	ECK1536|ydfJ_2	protein-coding
b4748	ynfT	ECK4605	protein-coding
b4749	ynfR	ECK4606	protein-coding
b4724	ynfQ	ECK4581	protein-coding
b4750	ynfS	ECK4607	protein-coding
b4751	yoaL	ECK4608	protein-coding
b4717	micL	ECK4574|ryeF|slrA	ncRNA
b4752	yecU	ECK4609	protein-coding
b4719	sdsN	ECK4576	ncRNA
b4725	rseD	ECK4582	protein-coding
b4753	yqfH	ECK4610	protein-coding
b4754	yqfI	ECK4611	protein-coding
b4755	yqhI	ECK4612	protein-coding
b4756	yqiD	ECK4613	protein-coding
b4718	gadF	ECK4575	ncRNA
b4757	ysdD	ECK4614	protein-coding
b4716	cpxQ	ECK4573	ncRNA
b4583	phnE1	ECK4096|ECK4097|b4103|b4104	pseudo
b4720	ytiC	ECK4577	protein-coding
b4721	ytiD	ECK4578	protein-coding
b4722	idlP	ECK4579	protein-coding
b4715	ytiA	ECK4572	protein-coding
b4584	rpnD	ECK4329|ECK4330|b4338|b4339|yjiP|yjiQ	pseudo
b4762	sroA	ECK4619|tpe79	ncRNA
b4765	yadX	ECK4622	protein-coding
b4766	argL	ECK4623	protein-coding
b4767	ytiB	ECK4624	protein-coding
b4763	sroC	ECK4620|HB_314	ncRNA
b4803	speFL	ECK4660	protein-coding
b4768	ybgV	ECK4625	protein-coding
b4764	sdhX	ECK4621|rybD	ncRNA
b4769	ybiE	ECK4626	protein-coding
b4770	yljB	ECK4627	protein-coding
b4771	ychT	ECK4627	protein-coding
b4772	ymiD	ECK4629	protein-coding
b4773	ynaN	ECK4630	protein-coding
b4774	yncP	ECK4631	protein-coding
b4775	mgtT	ECK4632	protein-coding
b4776	ynfU	ECK4633	protein-coding
b4777	mdtU	ECK4634|ydgV	protein-coding
b4778	yecV	ECK4635	protein-coding
b4759	3'ETS-leuZ	ECK4616	ncRNA
b4779	yoaM	ECK4636	protein-coding
b4780	yodE	ECK4637	protein-coding
b4781	evgL	ECK4638	protein-coding
b4761	sroE	ECK4618|k20	ncRNA
b4782	pssL	ECK4639	protein-coding
b4783	yfiS	ECK4639	protein-coding
b4784	yqgG	ECK4641	protein-coding
b4785	yqgH	ECK4642	protein-coding
b4786	yqhJ	ECK4643	protein-coding
b4787	yqiM	ECK4644	protein-coding
b4788	yhgO	ECK4645	protein-coding
b4789	yhgP	ECK4646	protein-coding
b4790	yhiY	ECK4647	protein-coding
b4791	yriA	ECK4648	protein-coding
b4792	yriB	ECK4649	protein-coding
b4793	ysaE	ECK4650	protein-coding
b4794	baxL	ECK4651	protein-coding
b4795	yibX	ECK4652	protein-coding
b4796	yibY	ECK4653	protein-coding
b4760	rirA	ECK4617	ncRNA
b4797	yicU	ECK4654	protein-coding
b4798	ysdE	ECK4655	protein-coding
b4799	ysgD	ECK4656	protein-coding
b4758	pspH	ECK4615	ncRNA
b4800	ytgA	ECK4657	protein-coding
b4801	ykiE	ECK4658	protein-coding
b4802	ythB	ECK4659	protein-coding
b4810	ftsO	ECK4667	ncRNA
b4809	ispZ	ECK4666	ncRNA
b4815	ykfO	ECK4672	protein-coding
b4831	allZ	ECK4688	ncRNA
b4835	sokE	ECK4692	ncRNA
b4808	chiZ	ECK4665	ncRNA
b4814	zbiJ	ECK4671	ncRNA
b4826	flgO	ECK4683	ncRNA
b4832	bhsB	ECK4689	ncRNA
b4806	C0293	ECK4663	ncRNA
b4816	ymgN	ECK4673	protein-coding
b4813	narS	ECK4670	ncRNA
b4833	kilS	ECK4690	ncRNA
b4817	ynhH	ECK4674	protein-coding
b4828	motR	ECK4685	ncRNA
b4827	fliX	ECK4684	ncRNA
b4818	yoeJ	ECK4675	protein-coding
b4819	ypeD	ECK4676	protein-coding
b4811	timR	ECK4668	ncRNA
b4812	timP	ECK4669	protein-coding
b4805	raiZ	ECK4662	ncRNA
b4820	yrfJ	ECK4677	protein-coding
b4834	xylZ	ECK4691	ncRNA
b4829	uhpU	ECK4686	ncRNA
b4804	rbsZ	ECK4661	ncRNA
b4830	aceK-int	ECK4687	ncRNA
b4807	malH	ECK4664	ncRNA
b4821	ytcB	ECK4678	protein-coding
b4825	aspX	ECK4682	ncRNA
b4822	ytgB	ECK4679	protein-coding
b4823	ytiE	ECK4680	protein-coding
b4824	ytjE	ECK4681	protein-coding
b4840	stfZ	ECK4697	ncRNA
b4845	xtpA	ECK4702	protein-coding
b4839	asflhD	ECK4696	ncRNA
b4843	asphoP	ECK4700	ncRNA
b4844	ameF	ECK4701	ncRNA
b4837	spfP	ECK4694	protein-coding
b4836	glnZ	ECK4693	ncRNA
b4841	ascrp	ECK4698	ncRNA
b4842	asompR	ECK4699	ncRNA
b4838	fimR2	ECK4695	ncRNA
b4846	yrdG	ECK4703|asarfA	ncRNA
